D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
20, myFA, sphere, 8.938e-06, 8.404e-13, 8.489e-13, 784.65
20, myPSO, rastrigin, 3.106e+01, 8.689e+01, 8.777e+01, 1000.00
20, myDE, rastrigin, 2.923e+01, 3.735e+02, 3.773e+02, 1000.00
20, myFA, rastrigin, 3.687e+01, 1.039e+02, 1.049e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.575e-06, 7.752e-12, 7.830e-12, 31.57
2, myDE, sphere, 4.487e-06, 6.951e-12, 7.022e-12, 22.02
2, myFA, sphere, 4.749e-06, 8.712e-12, 8.800e-12, 240.68
2, myPSO, rastrigin, 5.026e-06, 9.371e-12, 9.465e-12, 69.98
2, myDE, rastrigin, 4.398e-06, 8.880e-12, 8.970e-12, 57.27
2, myFA, rastrigin, 1.462e-01, 5.766e-02, 5.825e-02, 828.99
5, myPSO, sphere, 6.863e-06, 4.832e-12, 4.880e-12, 70.31
5, myDE, sphere, 6.533e-06, 5.328e-12, 5.382e-12, 67.22
5, myFA, sphere, 7.089e-06, 4.605e-12, 4.652e-12, 555.26
5, myPSO, rastrigin, 1.104e+00, 8.295e-01, 8.378e-01, 815.46
5, myDE, rastrigin, 1.692e-01, 1.397e-01, 1.411e-01, 460.30
5, myFA, rastrigin, 4.444e+00, 6.561e+00, 6.627e+00, 1000.00
20, myPSO, sphere, 9.039e-06, 5.937e-13, 5.997e-13, 238.22
20, myDE, sphere, 1.218e-03, 1.397e-04, 1.411e-04, 375.61
20, myFA, sphere, 8.714e-06, 1.015e-12, 1.026e-12, 786.17
20, myPSO, rastrigin, 3.045e+01, 8.391e+01, 8.475e+01, 1000.00
20, myDE, rastrigin, 2.891e+01, 4.456e+02, 4.501e+02, 1000.00
20, myFA, rastrigin, 4.050e+01, 1.889e+02, 1.908e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.583e-06, 8.789e-12, 8.878e-12, 31.18
2, myDE, sphere, 4.638e-06, 7.364e-12, 7.438e-12, 22.17
2, myFA, sphere, 5.051e-06, 8.714e-12, 8.802e-12, 232.30
2, myPSO, rastrigin, 5.101e-06, 6.804e-12, 6.872e-12, 69.51
2, myDE, rastrigin, 5.048e-06, 7.677e-12, 7.755e-12, 57.63
2, myFA, rastrigin, 1.576e-01, 7.496e-02, 7.572e-02, 814.81
5, myPSO, sphere, 7.170e-06, 4.934e-12, 4.984e-12, 70.71
5, myDE, sphere, 6.890e-06, 5.175e-12, 5.228e-12, 67.02
5, myFA, sphere, 7.312e-06, 5.102e-12, 5.154e-12, 562.27
5, myPSO, rastrigin, 1.104e+00, 9.087e-01, 9.178e-01, 836.43
5, myDE, rastrigin, 9.951e-02, 8.909e-02, 8.999e-02, 423.31
5, myFA, rastrigin, 4.469e+00, 6.917e+00, 6.987e+00, 998.86
20, myPSO, sphere, 8.995e-06, 7.880e-13, 7.960e-13, 238.53
20, myDE, sphere, 2.640e-03, 4.601e-04, 4.647e-04, 376.09
20, myFA, sphere, 8.905e-06, 8.130e-13, 8.213e-13, 785.58
20, myPSO, rastrigin, 3.262e+01, 1.226e+02, 1.239e+02, 1000.00
20, myDE, rastrigin, 2.990e+01, 4.097e+02, 4.139e+02, 1000.00
20, myFA, rastrigin, 3.852e+01, 1.562e+02, 1.578e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.330e-06, 8.944e-12, 9.034e-12, 30.95
2, myDE, sphere, 4.537e-06, 8.094e-12, 8.176e-12, 21.40
2, myFA, sphere, 5.293e-06, 8.052e-12, 8.133e-12, 236.77
2, myPSO, rastrigin, 9.954e-03, 9.800e-03, 9.899e-03, 78.72
2, myDE, rastrigin, 4.441e-06, 8.373e-12, 8.457e-12, 57.40
2, myFA, rastrigin, 1.300e-01, 6.817e-02, 6.886e-02, 761.67
5, myPSO, sphere, 7.078e-06, 4.845e-12, 4.894e-12, 70.53
5, myDE, sphere, 6.869e-06, 3.317e-12, 3.351e-12, 67.32
5, myFA, sphere, 7.227e-06, 3.981e-12, 4.021e-12, 557.44
5, myPSO, rastrigin, 1.104e+00, 1.305e+00, 1.318e+00, 768.77
5, myDE, rastrigin, 5.998e-02, 7.561e-02, 7.637e-02, 374.69
5, myFA, rastrigin, 4.847e+00, 5.615e+00, 5.672e+00, 998.23
20, myPSO, sphere, 8.942e-06, 7.665e-13, 7.743e-13, 239.50
20, myDE, sphere, 1.132e-04, 6.252e-07, 6.315e-07, 382.61
20, myFA, sphere, 8.715e-06, 9.142e-13, 9.234e-13, 784.02
20, myPSO, rastrigin, 3.136e+01, 7.695e+01, 7.772e+01, 1000.00
20, myDE, rastrigin, 2.279e+01, 2.411e+02, 2.435e+02, 1000.00
20, myFA, rastrigin, 3.947e+01, 1.364e+02, 1.378e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.060e-06, 8.807e-12, 8.896e-12, 31.23
2, myDE, sphere, 4.231e-06, 6.692e-12, 6.759e-12, 22.45
2, myFA, sphere, 4.759e-06, 7.801e-12, 7.880e-12, 239.84
2, myPSO, rastrigin, 5.167e-06, 8.643e-12, 8.730e-12, 71.58
2, myDE, rastrigin, 4.830e-06, 7.930e-12, 8.010e-12, 57.90
2, myFA, rastrigin, 1.135e-01, 3.986e-02, 4.026e-02, 773.51
5, myPSO, sphere, 6.861e-06, 4.318e-12, 4.362e-12, 70.12
5, myDE, sphere, 6.674e-06, 5.048e-12, 5.099e-12, 67.62
5, myFA, sphere, 7.647e-06, 3.139e-12, 3.171e-12, 557.59
5, myPSO, rastrigin, 9.950e-01, 9.701e-01, 9.799e-01, 762.35
5, myDE, rastrigin, 6.342e-02, 6.375e-02, 6.440e-02, 385.09
5, myFA, rastrigin, 5.178e+00, 6.407e+00, 6.472e+00, 1000.00
20, myPSO, sphere, 9.179e-06, 7.681e-13, 7.758e-13, 239.40
20, myDE, sphere, 4.009e-04, 5.650e-06, 5.707e-06, 380.26
20, myFA, sphere, 8.912e-06, 8.778e-13, 8.867e-13, 787.08
20, myPSO, rastrigin, 3.322e+01, 1.119e+02, 1.131e+02, 1000.00
20, myDE, rastrigin, 2.824e+01, 4.123e+02, 4.165e+02, 1000.00
20, myFA, rastrigin, 3.921e+01, 1.754e+02, 1.772e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.580e-06, 8.156e-12, 8.239e-12, 31.77
2, myDE, sphere, 4.413e-06, 8.710e-12, 8.798e-12, 22.15
2, myFA, sphere, 4.792e-06, 7.593e-12, 7.669e-12, 239.83
2, myPSO, rastrigin, 5.221e-06, 7.801e-12, 7.880e-12, 69.73
2, myDE, rastrigin, 4.671e-06, 7.217e-12, 7.290e-12, 56.30
2, myFA, rastrigin, 9.439e-02, 3.104e-02, 3.136e-02, 828.54
5, myPSO, sphere, 7.090e-06, 4.039e-12, 4.080e-12, 71.79
5, myDE, sphere, 6.715e-06, 5.191e-12, 5.243e-12, 67.40
5, myFA, sphere, 7.094e-06, 5.211e-12, 5.264e-12, 555.23
5, myPSO, rastrigin, 1.035e+00, 7.310e-01, 7.384e-01, 779.30
5, myDE, rastrigin, 6.967e-02, 6.444e-02, 6.509e-02, 386.39
5, myFA, rastrigin, 4.810e+00, 7.460e+00, 7.535e+00, 1000.00
20, myPSO, sphere, 8.972e-06, 8.326e-13, 8.411e-13, 240.01
20, myDE, sphere, 4.028e-05, 3.562e-08, 3.598e-08, 379.38
20, myFA, sphere, 8.889e-06, 9.345e-13, 9.440e-13, 785.42
20, myPSO, rastrigin, 3.362e+01, 1.285e+02, 1.298e+02, 1000.00
20, myDE, rastrigin, 2.804e+01, 3.130e+02, 3.162e+02, 1000.00
20, myFA, rastrigin, 3.817e+01, 1.579e+02, 1.595e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.933e-06, 7.516e-12, 7.592e-12, 30.21
2, myDE, sphere, 3.866e-06, 6.947e-12, 7.017e-12, 21.91
2, myFA, sphere, 5.052e-06, 6.631e-12, 6.698e-12, 236.62
2, myPSO, rastrigin, 9.955e-03, 9.800e-03, 9.899e-03, 79.46
2, myDE, rastrigin, 4.701e-06, 7.723e-12, 7.801e-12, 58.37
2, myFA, rastrigin, 1.059e-01, 3.580e-02, 3.616e-02, 815.25
5, myPSO, sphere, 6.833e-06, 4.557e-12, 4.604e-12, 70.10
5, myDE, sphere, 6.547e-06, 5.240e-12, 5.293e-12, 67.85
5, myFA, sphere, 7.242e-06, 4.435e-12, 4.479e-12, 555.35
5, myPSO, rastrigin, 8.358e-01, 5.686e-01, 5.744e-01, 723.35
5, myDE, rastrigin, 9.950e-02, 1.089e-01, 1.100e-01, 402.74
5, myFA, rastrigin, 4.919e+00, 7.801e+00, 7.880e+00, 997.62
20, myPSO, sphere, 9.117e-06, 7.561e-13, 7.638e-13, 237.98
20, myDE, sphere, 8.319e-04, 3.548e-05, 3.584e-05, 351.05
20, myFA, sphere, 9.079e-06, 7.037e-13, 7.108e-13, 785.68
20, myPSO, rastrigin, 3.222e+01, 9.386e+01, 9.481e+01, 1000.00
20, myDE, rastrigin, 3.027e+01, 4.144e+02, 4.186e+02, 1000.00
20, myFA, rastrigin, 3.966e+01, 1.178e+02, 1.190e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.870e-06, 8.932e-12, 9.022e-12, 30.65
2, myDE, sphere, 4.860e-06, 9.560e-12, 9.657e-12, 21.83
2, myFA, sphere, 4.732e-06, 8.370e-12, 8.454e-12, 247.25
2, myPSO, rastrigin, 4.618e-06, 8.536e-12, 8.623e-12, 67.07
2, myDE, rastrigin, 4.829e-06, 8.447e-12, 8.532e-12, 57.30
2, myFA, rastrigin, 1.646e-01, 7.924e-02, 8.004e-02, 819.56
5, myPSO, sphere, 7.158e-06, 4.357e-12, 4.401e-12, 69.53
5, myDE, sphere, 7.067e-06, 4.400e-12, 4.444e-12, 68.27
5, myFA, sphere, 6.971e-06, 4.857e-12, 4.906e-12, 552.51
5, myPSO, rastrigin, 1.154e+00, 9.844e-01, 9.943e-01, 826.82
5, myDE, rastrigin, 1.095e-01, 1.167e-01, 1.179e-01, 408.43
5, myFA, rastrigin, 4.719e+00, 9.747e+00, 9.845e+00, 1000.00
20, myPSO, sphere, 9.126e-06, 5.942e-13, 6.002e-13, 241.38
20, myDE, sphere, 1.331e-04, 6.449e-07, 6.514e-07, 403.51
20, myFA, sphere, 8.895e-06, 9.098e-13, 9.190e-13, 785.29
20, myPSO, rastrigin, 3.296e+01, 9.249e+01, 9.343e+01, 1000.00
20, myDE, rastrigin, 2.764e+01, 5.376e+02, 5.430e+02, 1000.00
20, myFA, rastrigin, 3.737e+01, 1.017e+02, 1.027e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.473e-06, 8.717e-12, 8.805e-12, 31.94
2, myDE, sphere, 4.419e-06, 9.143e-12, 9.235e-12, 22.46
2, myFA, sphere, 4.825e-06, 9.196e-12, 9.289e-12, 245.01
2, myPSO, rastrigin, 5.249e-06, 8.850e-12, 8.939e-12, 67.29
2, myDE, rastrigin, 3.931e-06, 7.388e-12, 7.463e-12, 57.24
2, myFA, rastrigin, 1.046e-01, 4.515e-02, 4.560e-02, 775.60
5, myPSO, sphere, 6.964e-06, 4.646e-12, 4.693e-12, 69.82
5, myDE, sphere, 6.852e-06, 5.376e-12, 5.430e-12, 67.33
5, myFA, sphere, 7.126e-06, 4.605e-12, 4.651e-12, 554.30
5, myPSO, rastrigin, 9.751e-01, 9.895e-01, 9.995e-01, 725.28
5, myDE, rastrigin, 1.095e-01, 9.691e-02, 9.789e-02, 413.82
5, myFA, rastrigin, 4.941e+00, 6.795e+00, 6.864e+00, 1000.00
20, myPSO, sphere, 9.098e-06, 6.691e-13, 6.758e-13, 241.22
20, myDE, sphere, 3.747e-04, 3.484e-06, 3.519e-06, 389.38
20, myFA, sphere, 9.001e-06, 5.592e-13, 5.648e-13, 781.70
20, myPSO, rastrigin, 3.179e+01, 9.912e+01, 1.001e+02, 1000.00
20, myDE, rastrigin, 2.959e+01, 5.089e+02, 5.140e+02, 1000.00
20, myFA, rastrigin, 3.817e+01, 1.057e+02, 1.067e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.212e-06, 7.387e-12, 7.462e-12, 31.75
2, myDE, sphere, 4.491e-06, 8.661e-12, 8.749e-12, 22.18
2, myFA, sphere, 4.762e-06, 9.811e-12, 9.910e-12, 240.45
2, myPSO, rastrigin, 4.662e-06, 7.840e-12, 7.919e-12, 67.94
2, myDE, rastrigin, 4.186e-06, 8.491e-12, 8.577e-12, 57.73
2, myFA, rastrigin, 1.705e-01, 8.341e-02, 8.425e-02, 808.30
5, myPSO, sphere, 7.035e-06, 5.070e-12, 5.122e-12, 69.65
5, myDE, sphere, 6.974e-06, 6.171e-12, 6.234e-12, 67.04
5, myFA, sphere, 7.225e-06, 4.171e-12, 4.213e-12, 556.11
5, myPSO, rastrigin, 1.015e+00, 1.029e+00, 1.040e+00, 762.70
5, myDE, rastrigin, 7.960e-02, 7.286e-02, 7.359e-02, 398.13
5, myFA, rastrigin, 4.814e+00, 5.800e+00, 5.859e+00, 1000.00
20, myPSO, sphere, 9.164e-06, 4.497e-13, 4.543e-13, 236.85
20, myDE, sphere, 2.804e-04, 2.370e-06, 2.394e-06, 377.58
20, myFA, sphere, 8.955e-06, 8.187e-13, 8.269e-13, 787.23
20, myPSO, rastrigin, 3.264e+01, 1.021e+02, 1.032e+02, 1000.00
20, myDE, rastrigin, 2.992e+01, 4.594e+02, 4.641e+02, 1000.00
20, myFA, rastrigin, 3.805e+01, 1.315e+02, 1.328e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.147e-06, 8.790e-12, 8.879e-12, 31.54
2, myDE, sphere, 4.467e-06, 7.739e-12, 7.818e-12, 21.98
2, myFA, sphere, 5.130e-06, 7.860e-12, 7.939e-12, 242.12
2, myPSO, rastrigin, 1.990e-02, 1.940e-02, 1.960e-02, 88.97
2, myDE, rastrigin, 2.306e-04, 5.074e-06, 5.125e-06, 66.48
2, myFA, rastrigin, 1.401e-01, 5.529e-02, 5.585e-02, 827.46
5, myPSO, sphere, 7.036e-06, 4.983e-12, 5.033e-12, 71.13
5, myDE, sphere, 6.720e-06, 4.896e-12, 4.946e-12, 67.65
5, myFA, sphere, 7.180e-06, 4.430e-12, 4.475e-12, 553.67
5, myPSO, rastrigin, 9.552e-01, 8.894e-01, 8.983e-01, 744.42
5, myDE, rastrigin, 1.791e-01, 1.857e-01, 1.876e-01, 443.89
5, myFA, rastrigin, 4.818e+00, 8.318e+00, 8.402e+00, 998.17
20, myPSO, sphere, 9.039e-06, 9.520e-13, 9.616e-13, 240.13
20, myDE, sphere, 1.930e-03, 3.269e-04, 3.302e-04, 395.85
20, myFA, sphere, 8.836e-06, 9.134e-13, 9.227e-13, 785.43
20, myPSO, rastrigin, 3.225e+01, 9.189e+01, 9.282e+01, 1000.00
20, myDE, rastrigin, 2.906e+01, 3.838e+02, 3.876e+02, 1000.00
20, myFA, rastrigin, 3.898e+01, 1.620e+02, 1.636e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.065e-06, 9.225e-12, 9.318e-12, 31.13
2, myDE, sphere, 4.538e-06, 8.719e-12, 8.807e-12, 21.96
2, myFA, sphere, 5.249e-06, 7.616e-12, 7.693e-12, 238.62
2, myPSO, rastrigin, 9.954e-03, 9.800e-03, 9.899e-03, 79.88
2, myDE, rastrigin, 4.307e-06, 7.688e-12, 7.766e-12, 57.03
2, myFA, rastrigin, 1.261e-01, 5.528e-02, 5.584e-02, 812.08
5, myPSO, sphere, 7.247e-06, 3.515e-12, 3.550e-12, 72.84
5, myDE, sphere, 6.684e-06, 5.120e-12, 5.172e-12, 67.47
5, myFA, sphere, 7.216e-06, 3.105e-12, 3.136e-12, 559.17
5, myPSO, rastrigin, 8.360e-01, 7.877e-01, 7.956e-01, 722.01
5, myDE, rastrigin, 1.206e-01, 1.266e-01, 1.279e-01, 417.82
5, myFA, rastrigin, 5.212e+00, 1.060e+01, 1.071e+01, 998.49
20, myPSO, sphere, 8.920e-06, 7.753e-13, 7.831e-13, 238.25
20, myDE, sphere, 5.558e-04, 2.209e-05, 2.231e-05, 407.14
20, myFA, sphere, 8.933e-06, 7.663e-13, 7.741e-13, 785.11
20, myPSO, rastrigin, 3.120e+01, 1.114e+02, 1.126e+02, 1000.00
20, myDE, rastrigin, 2.526e+01, 2.935e+02, 2.964e+02, 1000.00
20, myFA, rastrigin, 3.944e+01, 1.141e+02, 1.153e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.356e-06, 6.449e-12, 6.514e-12, 31.49
2, myDE, sphere, 4.121e-06, 8.514e-12, 8.600e-12, 22.10
2, myFA, sphere, 5.430e-06, 8.184e-12, 8.267e-12, 242.56
2, myPSO, rastrigin, 4.859e-06, 9.877e-12, 9.977e-12, 70.10
2, myDE, rastrigin, 4.113e-06, 7.232e-12, 7.305e-12, 59.05
2, myFA, rastrigin, 1.313e-01, 7.083e-02, 7.154e-02, 787.45
5, myPSO, sphere, 6.824e-06, 6.232e-12, 6.295e-12, 70.68
5, myDE, sphere, 6.569e-06, 5.181e-12, 5.233e-12, 67.64
5, myFA, sphere, 6.895e-06, 4.306e-12, 4.350e-12, 559.42
5, myPSO, rastrigin, 9.054e-01, 9.720e-01, 9.818e-01, 715.38
5, myDE, rastrigin, 9.950e-02, 8.909e-02, 8.999e-02, 425.26
5, myFA, rastrigin, 4.894e+00, 5.837e+00, 5.896e+00, 1000.00
20, myPSO, sphere, 8.990e-06, 6.426e-13, 6.491e-13, 239.39
20, myDE, sphere, 2.166e-04, 2.078e-06, 2.099e-06, 379.19
20, myFA, sphere, 8.866e-06, 9.289e-13, 9.382e-13, 786.08
20, myPSO, rastrigin, 3.140e+01, 1.030e+02, 1.040e+02, 1000.00
20, myDE, rastrigin, 2.823e+01, 3.446e+02, 3.481e+02, 1000.00
20, myFA, rastrigin, 3.878e+01, 9.735e+01, 9.833e+01, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.602e-06, 7.258e-12, 7.331e-12, 32.92
2, myDE, sphere, 4.703e-06, 8.581e-12, 8.667e-12, 22.15
2, myFA, sphere, 5.116e-06, 8.292e-12, 8.376e-12, 249.87
2, myPSO, rastrigin, 5.019e-06, 8.208e-12, 8.291e-12, 69.71
2, myDE, rastrigin, 4.919e-06, 8.306e-12, 8.389e-12, 57.21
2, myFA, rastrigin, 1.199e-01, 4.553e-02, 4.599e-02, 818.02
5, myPSO, sphere, 6.835e-06, 5.386e-12, 5.441e-12, 69.46
5, myDE, sphere, 6.486e-06, 4.702e-12, 4.750e-12, 68.47
5, myFA, sphere, 7.143e-06, 4.835e-12, 4.884e-12, 562.61
5, myPSO, rastrigin, 1.035e+00, 8.300e-01, 8.383e-01, 784.43
5, myDE, rastrigin, 7.960e-02, 7.286e-02, 7.359e-02, 393.84
5, myFA, rastrigin, 4.481e+00, 5.748e+00, 5.806e+00, 997.15
20, myPSO, sphere, 9.119e-06, 6.223e-13, 6.286e-13, 242.81
20, myDE, sphere, 6.857e-04, 2.604e-05, 2.630e-05, 396.15
20, myFA, sphere, 8.900e-06, 7.436e-13, 7.511e-13, 787.04
20, myPSO, rastrigin, 3.242e+01, 1.176e+02, 1.188e+02, 1000.00
20, myDE, rastrigin, 3.202e+01, 6.151e+02, 6.213e+02, 1000.00
20, myFA, rastrigin, 4.149e+01, 1.263e+02, 1.276e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.480e-06, 8.237e-12, 8.321e-12, 31.13
2, myDE, sphere, 4.771e-06, 8.724e-12, 8.812e-12, 21.79
2, myFA, sphere, 5.318e-06, 7.608e-12, 7.685e-12, 254.73
2, myPSO, rastrigin, 5.338e-06, 8.505e-12, 8.591e-12, 69.32
2, myDE, rastrigin, 4.532e-06, 8.307e-12, 8.391e-12, 56.42
2, myFA, rastrigin, 1.368e-01, 4.838e-02, 4.886e-02, 827.09
5, myPSO, sphere, 6.951e-06, 5.434e-12, 5.489e-12, 70.81
5, myDE, sphere, 7.092e-06, 4.123e-12, 4.165e-12, 67.99
5, myFA, sphere, 7.060e-06, 4.174e-12, 4.216e-12, 555.69
5, myPSO, rastrigin, 9.552e-01, 8.300e-01, 8.383e-01, 795.00
5, myDE, rastrigin, 9.950e-02, 1.287e-01, 1.300e-01, 397.22
5, myFA, rastrigin, 5.292e+00, 8.258e+00, 8.342e+00, 1000.00
20, myPSO, sphere, 9.013e-06, 7.968e-13, 8.048e-13, 240.96
20, myDE, sphere, 4.195e-03, 6.354e-04, 6.418e-04, 370.66
20, myFA, sphere, 8.801e-06, 1.203e-12, 1.215e-12, 785.91
20, myPSO, rastrigin, 3.195e+01, 8.409e+01, 8.494e+01, 1000.00
20, myDE, rastrigin, 3.044e+01, 3.470e+02, 3.505e+02, 1000.00
20, myFA, rastrigin, 3.756e+01, 1.169e+02, 1.180e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.690e-06, 9.398e-12, 9.493e-12, 30.88
2, myDE, sphere, 4.283e-06, 6.832e-12, 6.901e-12, 21.80
2, myFA, sphere, 5.247e-06, 8.542e-12, 8.629e-12, 243.34
2, myPSO, rastrigin, 4.863e-06, 7.486e-12, 7.561e-12, 72.67
2, myDE, rastrigin, 4.505e-06, 8.181e-12, 8.264e-12, 57.88
2, myFA, rastrigin, 1.199e-01, 6.036e-02, 6.097e-02, 811.46
5, myPSO, sphere, 6.847e-06, 4.185e-12, 4.227e-12, 70.28
5, myDE, sphere, 7.131e-06, 5.165e-12, 5.217e-12, 67.91
5, myFA, sphere, 6.976e-06, 5.749e-12, 5.807e-12, 555.59
5, myPSO, rastrigin, 1.144e+00, 1.176e+00, 1.187e+00, 794.90
5, myDE, rastrigin, 7.960e-02, 9.266e-02, 9.359e-02, 389.41
5, myFA, rastrigin, 5.587e+00, 9.742e+00, 9.840e+00, 1000.00
20, myPSO, sphere, 9.105e-06, 5.607e-13, 5.664e-13, 241.65
20, myDE, sphere, 1.890e-03, 1.729e-04, 1.747e-04, 393.77
20, myFA, sphere, 8.960e-06, 1.041e-12, 1.051e-12, 785.33
20, myPSO, rastrigin, 3.252e+01, 8.426e+01, 8.511e+01, 1000.00
20, myDE, rastrigin, 2.891e+01, 4.559e+02, 4.605e+02, 1000.00
20, myFA, rastrigin, 4.004e+01, 1.353e+02, 1.367e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.892e-06, 9.044e-12, 9.135e-12, 31.20
2, myDE, sphere, 4.685e-06, 6.783e-12, 6.852e-12, 21.75
2, myFA, sphere, 5.155e-06, 8.548e-12, 8.635e-12, 241.94
2, myPSO, rastrigin, 4.978e-06, 7.840e-12, 7.920e-12, 72.52
2, myDE, rastrigin, 4.572e-06, 7.827e-12, 7.906e-12, 57.40
2, myFA, rastrigin, 1.054e-01, 3.844e-02, 3.883e-02, 792.15
5, myPSO, sphere, 7.009e-06, 4.180e-12, 4.222e-12, 69.11
5, myDE, sphere, 6.299e-06, 4.804e-12, 4.852e-12, 68.39
5, myFA, sphere, 6.982e-06, 4.466e-12, 4.511e-12, 558.54
5, myPSO, rastrigin, 1.114e+00, 1.094e+00, 1.106e+00, 750.10
5, myDE, rastrigin, 9.237e-02, 1.008e-01, 1.018e-01, 407.72
5, myFA, rastrigin, 4.874e+00, 7.105e+00, 7.177e+00, 1000.00
20, myPSO, sphere, 9.172e-06, 5.895e-13, 5.954e-13, 236.94
20, myDE, sphere, 1.143e-03, 4.163e-05, 4.205e-05, 377.16
20, myFA, sphere, 8.821e-06, 9.723e-13, 9.822e-13, 784.37
20, myPSO, rastrigin, 3.339e+01, 1.198e+02, 1.210e+02, 1000.00
20, myDE, rastrigin, 2.914e+01, 4.567e+02, 4.613e+02, 1000.00
20, myFA, rastrigin, 3.803e+01, 1.333e+02, 1.347e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.776e-06, 8.470e-12, 8.555e-12, 31.80
2, myDE, sphere, 4.847e-06, 7.573e-12, 7.649e-12, 21.94
2, myFA, sphere, 5.030e-06, 9.362e-12, 9.457e-12, 232.61
2, myPSO, rastrigin, 9.954e-03, 9.800e-03, 9.899e-03, 79.90
2, myDE, rastrigin, 4.080e-06, 8.352e-12, 8.437e-12, 58.66
2, myFA, rastrigin, 1.066e-01, 4.025e-02, 4.065e-02, 756.05
5, myPSO, sphere, 6.951e-06, 4.614e-12, 4.661e-12, 70.60
5, myDE, sphere, 6.861e-06, 4.516e-12, 4.562e-12, 67.21
5, myFA, sphere, 7.123e-06, 4.206e-12, 4.249e-12, 559.30
5, myPSO, rastrigin, 8.457e-01, 6.608e-01, 6.675e-01, 759.92
5, myDE, rastrigin, 4.976e-02, 4.702e-02, 4.750e-02, 380.81
5, myFA, rastrigin, 5.356e+00, 8.431e+00, 8.516e+00, 1000.00
20, myPSO, sphere, 9.026e-06, 7.092e-13, 7.163e-13, 241.53
20, myDE, sphere, 9.273e-04, 6.514e-05, 6.580e-05, 367.08
20, myFA, sphere, 8.911e-06, 7.392e-13, 7.466e-13, 784.27
20, myPSO, rastrigin, 3.023e+01, 9.701e+01, 9.799e+01, 1000.00
20, myDE, rastrigin, 2.761e+01, 3.366e+02, 3.400e+02, 1000.00
20, myFA, rastrigin, 3.748e+01, 1.440e+02, 1.455e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.029e-06, 7.080e-12, 7.152e-12, 31.49
2, myDE, sphere, 5.010e-06, 9.307e-12, 9.401e-12, 22.13
2, myFA, sphere, 4.961e-06, 8.142e-12, 8.224e-12, 242.97
2, myPSO, rastrigin, 4.784e-06, 8.861e-12, 8.950e-12, 72.86
2, myDE, rastrigin, 9.954e-03, 9.800e-03, 9.899e-03, 67.76
2, myFA, rastrigin, 1.242e-01, 6.486e-02, 6.552e-02, 778.86
5, myPSO, sphere, 6.705e-06, 4.870e-12, 4.919e-12, 69.87
5, myDE, sphere, 6.861e-06, 5.253e-12, 5.306e-12, 67.31
5, myFA, sphere, 7.123e-06, 4.710e-12, 4.758e-12, 555.94
5, myPSO, rastrigin, 8.955e-01, 7.227e-01, 7.300e-01, 711.37
5, myDE, rastrigin, 9.953e-02, 8.909e-02, 8.999e-02, 433.35
5, myFA, rastrigin, 4.954e+00, 1.083e+01, 1.094e+01, 998.54
20, myPSO, sphere, 8.900e-06, 8.318e-13, 8.402e-13, 244.60
20, myDE, sphere, 1.479e-03, 9.140e-05, 9.233e-05, 374.58
20, myFA, sphere, 8.880e-06, 7.992e-13, 8.073e-13, 787.59
20, myPSO, rastrigin, 3.190e+01, 1.059e+02, 1.070e+02, 1000.00
20, myDE, rastrigin, 2.740e+01, 3.281e+02, 3.314e+02, 1000.00
20, myFA, rastrigin, 3.833e+01, 1.095e+02, 1.106e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.901e-06, 8.720e-12, 8.808e-12, 31.16
2, myDE, sphere, 4.607e-06, 7.391e-12, 7.465e-12, 22.01
